trade_date,pct_chg_hs300,pct_chg_000001
2019-07-29,-0.001114,0.004216
2019-07-30,0.004163,0.005598
2019-07-31,-0.009033,-0.016701
2019-08-01,-0.008315,-0.002123
2019-08-02,-0.014732,-0.025532
2019-08-05,-0.019146,-0.028384
2019-08-06,-0.010708,0.001498
2019-08-07,-0.004097,0.012715
2019-08-08,0.013216,0.062038
2019-08-09,-0.009747,0.009736
2019-08-12,0.018047,0.041322
2019-08-13,-0.009016999999999999,-0.015212000000000002
2019-08-14,0.004542,0.005373
2019-08-15,0.00315,-0.002004
2019-08-16,0.004477,-0.002677
2019-08-19,0.021709999999999997,0.001342
2019-08-20,-0.000887,0.004692
2019-08-21,-0.001577,-0.036024
2019-08-22,0.003107,-0.009689
2019-08-23,0.007212,0.02376
2019-08-26,-0.014381999999999999,-0.027304
2019-08-27,0.013552,0.0042109999999999995
2019-08-28,-0.0037630000000000003,-0.002795
2019-08-29,-0.0032600000000000003,-0.009811
2019-08-30,0.00248,0.002123
2019-09-02,0.012825999999999999,0.02048
2019-09-03,0.0013750000000000001,-0.010381
2019-09-04,0.008405000000000001,0.00979
2019-09-05,0.010119,0.009695
2019-09-06,0.005906,0.015774999999999997
2019-09-09,0.00619,-0.008103
2019-09-10,-0.003444,-0.00953
2019-09-11,-0.007366,0.000687
2019-09-12,0.010758,0.008242000000000001
2019-09-16,-0.0036919999999999995,-0.015668
2019-09-17,-0.016801,-0.014533
2019-09-18,0.004848,0.011937999999999999
2019-09-19,0.003657,0.02984
2019-09-20,0.0028710000000000003,0.033693
2019-09-23,-0.011431,0.0026079999999999996
2019-09-24,0.002677,-0.013004
2019-09-25,-0.0077139999999999995,0.037549
2019-09-26,-0.00771,-0.00254
2019-09-27,0.0029980000000000002,0.012094
2019-09-30,-0.009896,-0.019497
2019-10-08,0.006069,0.039127999999999996
2019-10-09,0.001449,0.0030859999999999998
2019-10-10,0.00817,-0.000615
2019-10-11,0.009572,0.035099
2019-10-14,0.010613,0.024390000000000002
2019-10-15,-0.004298,-0.002323
2019-10-16,-0.0034460000000000003,-0.022701
2019-10-17,0.0006469999999999999,-0.00536
2019-10-18,-0.014227,-0.011377
2019-10-21,0.0029620000000000002,0.023016000000000002
2019-10-22,0.003876,-0.027827
2019-10-23,-0.006364999999999999,0.001827
2019-10-24,-0.00010800000000000001,0.025532
2019-10-25,0.006749000000000001,0.000593
2019-10-28,0.007645,-0.013033
2019-10-29,-0.004166,0.015005999999999999
2019-10-30,-0.004859,-0.028386
2019-10-31,-0.00115,-0.010347
2019-11-01,0.016887,0.0369
2019-11-04,0.006511,0.003559
2019-11-05,0.006207000000000001,0.013593
2019-11-06,-0.0044800000000000005,-0.011079
2019-11-07,0.0017549999999999998,-0.0041270000000000005
2019-11-08,-0.004726,-0.01421
2019-11-11,-0.017627,-0.022222
2019-11-12,0.000182,0.003071
2019-11-13,-0.00095,0.0
2019-11-14,0.001507,-0.000612
2019-11-15,-0.007365,0.001225
2019-11-18,0.007954,0.006732
2019-11-19,0.010008,-0.002432
2019-11-20,-0.009925,-0.034126
2019-11-21,-0.004674,0.000631
2019-11-22,-0.010182,-0.017023999999999997
2019-11-25,0.007328,0.01347
2019-11-26,0.003467,-0.011392
2019-11-27,-0.0041199999999999995,-0.009603
2019-11-28,-0.0034360000000000003,0.0012929999999999999
2019-11-29,-0.008708,-0.012912
2019-12-02,0.00193,0.004578
2019-12-03,0.003918,0.005859
2019-12-04,-0.000329,-0.009061
2019-12-05,0.007673999999999999,0.007838000000000001
2019-12-06,0.005934,0.011016999999999999
